report_id,path,title,phase,date,class,status,sha256
phase39-11-rehash-refresh,generated/phase39-11-rehash-refresh.md,"Rehash Record — sha256 Recomputation for Sanitized Artifacts, Catalog Row Bumps, Export SUMS Refresh",39,2026-08-25,GENERATED-AUDIT,COMPLETE,0b4af7c118e666f606ffa3654d0eac66991949c25a9a0ac330cc7a4a5a5d9d3a
phase39-12-report-ci-green,generated/phase39-12-report-ci-green.md,"Report Corpus CI Recovery — p38-report-ci.sh Runs, Finding Classification, Final Verdict",39,2026-08-25,GENERATED-AUDIT,PASS,6ddd9e44d0a70e8502daf5a4265ec2423e3cf4599cda6fe2664bc3242df816f8
phase39-13-shuffle-exposure-baseline,generated/phase39-13-shuffle-exposure-baseline.md,EXP-39-01 — Shuffle Frontend Exposure Baseline (Pre/Post Interface-Binding Hardening),39,2026-08-25,GENERATED-AUDIT,COMPLETE,5bea87acccd1b7d570ac6a084acdbd20b123f9cf09fafeab51f5fb3fb7c1c4a7
phase39-14-shuffle-hardening-design,generated/phase39-14-shuffle-hardening-design.md,DES-39-01 — Frontend Exposure Control Selection: Options Evaluation and Chosen Minimum Durable Control,39,2026-08-25,GENERATED-AUDIT,PASS,ac74e71d99d8418b6febeec3dd69c98cf5e3b5152f0817139a5a6964573eaf15
phase39-15-shuffle-firewall-apply,generated/phase39-15-shuffle-firewall-apply.md,FW-39-01 — Apply Record: Honest Reframe from Firewall to Bind-Address Hardening (Interface-Only Publish),39,2026-08-25,GENERATED-AUDIT,PASS (applied; fallback mechanism — see §1),753e84d55bfa3f5249930dfb5ed8d697022873afc5eb5b551c183fe561cabb34
phase39-16-shuffle-tls-apply,generated/phase39-16-shuffle-tls-apply.md,TLS-39-01 — TLS Termination: NOT APPLIED (DEFERRED to P40) With Prepared Design,39,2026-08-25,GENERATED-AUDIT,DEFERRED (P40),3a915b41fef9ba8300aa929d7298edcb1392a98aa22eb447111c05ead69946d6
phase39-17-shuffle-authorized-test,generated/phase39-17-shuffle-authorized-test.md,AUTHZ-39-01 — Authorized-Path Validation Post Interface-Binding Change,39,2026-08-25,GENERATED-AUDIT,PASS,2afff00df1015d380ee9b6a1859b3544d9692117c444368b7f6ef74c5fc18cb0
phase39-18-shuffle-unauthorized-test,generated/phase39-18-shuffle-unauthorized-test.md,DENY-39-01 — Unauthorized-Path Blocking Validation (Interface-Level Scope),39,2026-08-25,GENERATED-AUDIT,PARTIAL,148aa6777413716e3deb6d36fa4893119fe380cd9e18253b32f316836a16fc8e
phase39-19-shuffle-persistence,generated/phase39-19-shuffle-persistence.md,PERS-39-01 — Binding Persistence Across Lifecycle Events (Recreate Proven / Reboot Pending),39,2026-08-25,GENERATED-AUDIT,PASS (reboot test documented as follow-up),9d798e3b4be82fdb36abaf843e3ea6b81febff7b11acb7e02cb08e462d55e066
phase39-20-shuffle-security-report,generated/phase39-20-shuffle-security-report.md,SHUFFLE-SEC-39-01 — Shuffle Exposure Hardening Certification (Arc Summary),39,2026-08-25,GENERATED-AUDIT,PARTIAL,01e800beff42bc8da2afdf307b2cc2c359a4900c4d03e37521a64989a66e71f4
phase39-21-field-template-baseline,generated/phase39-21-field-template-baseline.md,"Field-Limit Template Baseline — `wazuh-archives-fieldlimit` Body, Priority/Overlap Audit, and Pre-Proof Rejection Counters",39,2026-08-25,GENERATED-AUDIT,COMPLETE,cd2dc203af6c8a6a96ad6fa68e2d545360a6644f44f0416bc4004e9415dbabae
phase39-22-new-index-detection,generated/phase39-22-new-index-detection.md,"First Post-Fix Index Detection — `wazuh-archives-4.x-2026.08.26` Creation Window, Capture Checklist, and Ready-to-Run Verification Script",39,2026-08-25,GENERATED-AUDIT,PENDING,925fd6202049aee4a0d252ef8188dfde88af3b20af27757e67800ee1f8bc1ea3
phase39-23-field-setting-proof,generated/phase39-23-field-setting-proof.md,"Field-Limit Setting Inheritance Proof — Criteria, Conflict Flags, and Pre-Captured Evidence (Awaiting 2026.08.26 Creation)",39,2026-08-25,GENERATED-AUDIT,PENDING,c7f4cbf299dd0b86d9de88ef9ad88d9bce40140aab4bdda88788085975553e21
phase39-24-field-rejection-proof,generated/phase39-24-field-rejection-proof.md,"Rejection-Flatline Proof Method — Before/After Counter Design, Expected Stop Signature, and Tail-End Caveat (Awaiting 2026.08.26 Roll)",39,2026-08-25,GENERATED-AUDIT,PENDING,6942bb9f67adb1110035d7c51ad92d0ea9a0ed336d05e27e6edf60d2a871f543
phase39-25-field-ingest-proof,generated/phase39-25-field-ingest-proof.md,"Ingest-Health Proof Method — Suricata Archive Landing, Sample-Field Searchability, Queue Health, and Growth-Rate Baselines (Awaiting 2026.08.26 Roll)",39,2026-08-25,GENERATED-AUDIT,PENDING,687d52bcbefe47b4c39a2cc5ff3bc845806e9cceb4c88f72d4a477b44e6f4edf
phase39-26-field-growth-audit,generated/phase39-26-field-growth-audit.md,"Mapped-Field Growth Audit — Saturation at the 1000 Ceiling Proven on 08.23–08.25, Branch Analysis, and Warning Thresholds",39,2026-08-25,GENERATED-AUDIT,COMPLETE,5c86a06c5c0fed04471f5b4b8ed4d3968f9f9e7cff9dfe92153f55dbfb3bac54
phase39-27-field-template-rollback,generated/phase39-27-field-template-rollback.md,"Rollback and Alternatives — Safe Template Removal, Cardinality-Reduction Options, Priority-Conflict Playbook, and Strategy Escalation Triggers",39,2026-08-25,GENERATED-AUDIT,COMPLETE,198bee6eb384941d1d4ae8bdbd7242589832d238fe714287e7984929438753c6
phase39-28-field-fix-certification,generated/phase39-28-field-fix-certification.md,"Field-Limit Fix Certification — Sub-Verdicts (Root Cause, Application, Effectiveness, Rollback), Flip Conditions, and Scheduled Verification",39,2026-08-25,GENERATED-AUDIT,PENDING,2f7e4abce74304560643baf3e133947efc7cd2b8731ec421cb7630487fa7001a
phase39-29-iris-failure-baseline,generated/phase39-29-iris-failure-baseline.md,"Failure Class Extraction for the Wazuh→IRIS Delivery Path — Exception Signature, Affected Population, Network Environment Matrix, and Era Comparison",39,2026-08-25,GENERATED-AUDIT,COMPLETE,751a00d3b10ade88fefe5dcdcd5938b9141a2af6a28dc9510cfa4719bcb767b7
phase39-30-dns-path-audit,generated/phase39-30-dns-path-audit.md,Resolver Comparison and Network Topology Audit — Why `iriswebapp_nginx` Resolved Everywhere Except Where Executions Actually Run,39,2026-08-25,GENERATED-AUDIT,COMPLETE,662234c5218b310bed81adae9c3184af7b52265f8888b2c8d43024ee96165eb7
phase39-31-iris-service-audit,generated/phase39-31-iris-service-audit.md,"IRIS Service Stack Health, Listener, API Contract, and Auth Audit — Failures Were DNS+Header-Layer Only",39,2026-08-25,GENERATED-AUDIT,COMPLETE,4283b44d9b2aa657a57eb84f59951cf6ccf821278d7f9339e8d65a2ab48f2cc6
phase39-32-dns-remediation-plan,generated/phase39-32-dns-remediation-plan.md,NET-39-01 — Minimal Durable Fix for Execution-Plane Resolution of `iriswebapp_nginx` (Overlay Attach with Alias),39,2026-08-25,GENERATED-AUDIT,"RETIRED (superseded by phase39-33, which was applied)",8108eac58e67311c9ad0c7bba02203a271bfb5387f2cff2d930fb8b1ad540986
phase39-33-dns-remediation-apply,generated/phase39-33-dns-remediation-apply.md,"NET-39-01-APPLY — Overlay Network Attach Executed, Validated From the Exact Execution Environment, Status APPLIED",39,2026-08-25,GENERATED-AUDIT,APPLIED,a549f14dc0f6b9aabc3f20bd28c70eb62724cbc8c6a47b0d786e7aced3ec68cf
phase39-34-iris-consecutive-deliveries,generated/phase39-34-iris-consecutive-deliveries.md,THE PROOF RECORD — Three Consecutive API-Triggered Executions Delivered to IRIS With DB-Cross-Verified Alert Creation,39,2026-08-25,GENERATED-AUDIT,PASS — 3-consecutive-delivery criterion MET,706c945184debc061ee256661bc402f3795d47816d6a3d2a106d093bf53b77cb
phase39-35-iris-failure-alert,generated/phase39-35-iris-failure-alert.md,Lightweight Execution-Outcome Monitor (Implemented as Script) — Delivered/Failed/Aborted Classification With Runbook and Recovery Test,39,2026-08-25,GENERATED-AUDIT,IMPLEMENTED (script) + DESIGN NOTES for notification wiring,4cdeb682f4304bfeee68caccba6a9fd18b4b229727eb17a79c7c33ed3a07960d
phase39-36-routing-recertification,generated/phase39-36-routing-recertification.md,ROUT-39-01 — Conditional Recertification of Manual/API-Path IRIS Routing After DNS + Parameter Remediation,39,2026-08-25,GENERATED-AUDIT,PARTIAL,5577e7e66d820e1964f1c17d8e3f381ddbd7e2616e8920d22e86db5b442de612
phase39-37-wazuh-shuffle-config,generated/phase39-37-wazuh-shuffle-config.md,"Current ossec.conf Integration State, Canonical Shuffle Target Design, Prerequisites and Rollback — DESIGNED-NOT-APPLIED",39,2026-08-25,GENERATED-AUDIT,DEFERRED (owner gate: webhook creation requires UI action),c0b6a7f8b88e3a7eedc435bb2d3b37c6fd4ae4180e68906990e33569059ca0b8
phase39-38-packet-workflow-baseline,generated/phase39-38-packet-workflow-baseline.md,"P38 Packet-Workflow Design vs Current Estate — Routing Lanes, SID Evidence Inventory, and the Standing Decision That a Dedicated Lane Remains Required",39,2026-08-25,GENERATED-AUDIT,COMPLETE,9e0826484bc137318a327cf6ee27a2c68c1c3ea1460f07937fc8508e64ccc3bf
phase39-39-packet-workflow-build,generated/phase39-39-packet-workflow-build.md,Import-Ready Packet Workflow Artifact Finalized and Validated; Raw-API Creation Attempted → 401 (UI-Gated Confirmed),39,2026-08-25,GENERATED-AUDIT,"NOT-BUILT-API-GATED — artifact COMPLETE, platform creation blocked",617756c3cbe7610604b42a210cfb78bebdc0bd1d2088b344b988f9cbfc61df19
phase39-40-packet-workflow-replay,generated/phase39-40-packet-workflow-replay.md,"Three-Identical-Events Replay Protocol (Dedup Semantics, Expectations, and Execution Procedure) — BLOCKED-WITH-PROTOCOL-READY",39,2026-08-25,GENERATED-AUDIT,BLOCKED,ed22e62c546d76319e90d13f3f27b727ff8feb72cc15b88f19db4c93a4e45751
phase39-41-packet-workflow-failure,generated/phase39-41-packet-workflow-failure.md,Fault-Injection Matrix for the Packet Lane (Malformed / Datastore-Down / Downstream-Unreachable / Auth-Fail) With Guardrail-Independence Assertion — BLOCKED-MATRIX-DEFINED,39,2026-08-25,GENERATED-AUDIT,BLOCKED (workflow not yet on platform; matrix pre-committed),84926b9a4bd11fa5621b3d3433d313e5c3444fadb7b2d72c49054c0bb6e9cdd2
phase39-42-packet-routing-decision,generated/phase39-42-packet-routing-decision.md,"Packet/Suricata Lane Routing Decision — DEFERRED (Build API-Gated; Proofs Blocked) With Precommitted Preconditions, Limits, and Kill Switch",39,2026-08-25,GENERATED-AUDIT,DEFERRED,ea1115badcaa97dcd046383bf416c8b60f8e90a8e227d7de1824895864ea5c2d
phase39-43-migration-precheck,generated/phase39-43-migration-precheck.md,Phase 39-43 Migration Precheck — GO/NO-GO Gates Before Copy-First Apply (APPLY-39-01),39,2026-08-25,GENERATED-AUDIT,PASS,6ac72c078a3a547d584b6d9031c5fda82f365e563dc109a01f3fbbdc6f7395e7
phase39-44-migration-manifest-freeze,generated/phase39-44-migration-manifest-freeze.md,"Phase 39-44 Migration Manifest Freeze — APPLY-39-01 Row Set, Classes, and Rollback Basis",39,2026-08-25,GENERATED-AUDIT,COMPLETE,f58b539f0acbcb6be2625d8111aa33f5b5080e86ee5cc9446418860c57667627
phase39-45-migration-apply,generated/phase39-45-migration-apply.md,Phase 39-45 Migration Apply Log APPLY-39-01 — Copy-First Execution Against Frozen Manifest,39,2026-08-25,GENERATED-AUDIT,COMPLETE,22cafd316700f835621540cea87c7a91bf0d8f423775f1c0a0c5d326e8ed6293
phase39-46-link-rewrite,generated/phase39-46-link-rewrite.md,Phase 39-46 Active-Doc Reference Updates — Canonical Navigation Without Rewriting History,39,2026-08-25,GENERATED-AUDIT,COMPLETE,6e3a6d8cfaec03b33c3f3105164e2a73ce736690bbacb69666c150759bd64631
phase39-47-alias-source-map,generated/phase39-47-alias-source-map.md,"Phase 39-47 Source-Map Validation — 25-Row Spot Check, Supersession Chains, Evidence Orphans",39,2026-08-25,GENERATED-AUDIT,PASS,6f8b2852b4a56ba4c7e5fa2480b346868b9745aa702a7c2283e360b5a7eecfea
phase39-48-migration-hash-verify,generated/phase39-48-migration-hash-verify.md,"Phase 39-48 Full Hash Verification — All Rows, Source and Destination, vs Frozen Manifest",39,2026-08-25,GENERATED-AUDIT,PASS,68b8b2915b2ed666999419828b7da19ece613a8f5e27ba794af547898b68855c
phase39-49-migration-link-verify,generated/phase39-49-migration-link-verify.md,Phase 39-49 Link Integrity — Relative .md Links Across the Canonical Tree,39,2026-08-25,GENERATED-AUDIT,PASS,c5cfb6413c5bf39ba69248bfad90d1c2c6594895edc4d957d2f79ad34f464d89
phase39-50-migration-catalog-verify,generated/phase39-50-migration-catalog-verify.md,"Phase 39-50 Catalog Reconciliation — catalog-reports vs Filesystem, Drift Appended with Real Hashes",39,2026-08-25,GENERATED-AUDIT,COMPLETE,11c1cff4cda63dbd0cbe430ccdcae146414609e47a07ae25fd2042aea2785fdf
phase39-51-migration-rollback-test,generated/phase39-51-migration-rollback-test.md,"Phase 39-51 Rollback Test — DRY-RUN ONLY on Temp Clone, Zero Production Deletion",39,2026-08-25,GENERATED-AUDIT,PASS,3b9174fda1d9c096d29a3acf67ac66407b853fda189598827b24033bcc374956
phase39-52-report-ci-postmigration,generated/phase39-52-report-ci-postmigration.md,Phase 39-52 Post-Migration CI — p38 Report Suite Green + New p39 Canonical Gate (Executed),39,2026-08-25,GENERATED-AUDIT,PASS,fae17c1501456f659571967819d65a7e7664218bb2a52be3548f4a75a1bde13c
phase39-53-agents-discovery,generated/phase39-53-agents-discovery.md,"Discovery of AGENTS.md / Agent-Instruction Files Across All Approved Roots — Result: ZERO Files, Create-First Arc",39,2026-08-25,GENERATED-AUDIT,COMPLETE,b51bb50c31a837dce87d6c138344e2b7fafae294dd5cd6c397036c62ad837829
phase39-54-agents-backup,generated/phase39-54-agents-backup.md,Pre-Create Backup Baseline (N/A-but-Documented) + Durable Backup Policy and Rollback Path for All Future AGENTS.md Edits,39,2026-08-25,GENERATED-AUDIT,COMPLETE,9e733444d729301fc35f890365261c9d4ea2ade07e40dbb2084e3f91d1ed89b5
phase39-55-agents-current-parse,generated/phase39-55-agents-current-parse.md,"Parse of Existing Agent-Instruction Sources (N/A) Substituted by Parse of De-Facto Sources: Pack README Safety Sections, Report Conventions, Script Conventions",39,2026-08-25,GENERATED-AUDIT,COMPLETE,aa1c3d74a64d82d4a8456e3235405e03d6ff03f527eb18fc521ecb8c7f7b2b0e
phase39-56-agents-report-truth-map,generated/phase39-56-agents-report-truth-map.md,"Corpus→AGENTS Truth Map: Every Durable Fact Candidates for AGENTS.md, Source-Linked; Volatile Items Excluded by Policy",39,2026-08-25,GENERATED-AUDIT,COMPLETE,7df27908373427b6024c0c2d494ab74079985698126d27b0872e88646e032d4c
phase39-57-agents-gap-audit,generated/phase39-57-agents-gap-audit.md,"Gap Audit vs Ideal Agent-File Content: Zero Baseline, Required Section Set, Corpus→AGENTS Consolidation Gaps, Ambiguity and Duplicate Risks",39,2026-08-25,GENERATED-AUDIT,COMPLETE,610f3b898d76c2a61a0d14487ae585b21efac6c6a91cdc9cac756103a7f6f0e5
phase39-58-agents-command-validation,generated/phase39-58-agents-command-validation.md,Live Validation of Every Command and Path Slated for AGENTS.md — All PASS; Credential Values Never Written to File Content,39,2026-08-25,GENERATED-AUDIT,COMPLETE,97cee85d83d1e225c95be04a518ca89ed1cbff007830e69c550dda8a16a1a208
phase39-59-agents-safety-validation,generated/phase39-59-agents-safety-validation.md,Each Standing Safety Rule Mapped to MUST/MUST NOT Wording + Enforcement Hook; Verified Non-Conflicting with Repo Code,39,2026-08-25,GENERATED-AUDIT,COMPLETE,a0f2ee537467595a05b3466cf1276bd10fddede5cd8c856dde6fbfc0013d15d8
phase39-60-agents-dynamic-state-policy,generated/phase39-60-agents-dynamic-state-policy.md,"Dynamic-State Policy: Enumerated Forbidden Volatile Classes, Replacement Pointer Lines, Refresh Cadence Ownership",39,2026-08-25,GENERATED-AUDIT,COMPLETE,23b220b3e235ddb2d868016c088624483d1913bd85bd8fc016f96ee451d85aad
phase39-61-agents-proposed-diff,generated/phase39-61-agents-proposed-diff.md,"Complete Proposed AGENTS.md Text, Every Section Annotated with Source IDs; Ready for Dry Run",39,2026-08-25,GENERATED-AUDIT,COMPLETE,b8e6456b91a3013b23b32646c0d0fc21b7933a740ffa827f531fe196e37a2811
phase39-62-agents-dryrun,generated/phase39-62-agents-dryrun.md,Dry Run of Proposed AGENTS.md Against All Gates Before Apply — Verdict READY,39,2026-08-25,GENERATED-AUDIT,COMPLETE,6fd35e1204f3613aefab8e872da60ff70e52b3e7189d7212d0a41de99fd86541
phase39-63-agents-apply,generated/phase39-63-agents-apply.md,"Apply Record: /opt/mct-security-stack/AGENTS.md Written with Validated Content — Bytes, sha256, Timestamp Recorded",39,2026-08-25,GENERATED-AUDIT,COMPLETE,abb2c1236794e8e7ce4555e9be23982da37596baad34b59f3f614762b7c1dbae
phase39-64-agents-postvalidate,generated/phase39-64-agents-postvalidate.md,"Post-Apply Validation: Reread, Hash Equality vs Proposal, Secret Rescan, Path Resolution, Volatile Scan, Precedence Presence",39,2026-08-25,GENERATED-AUDIT,COMPLETE,7edfd9f409396f8a683ac533a0a8e244cceb442b4f1a3b41104af5bc185dad45
phase39-65-agents-change-ledger,generated/phase39-65-agents-change-ledger.md,"Change Ledger Entry CHG-39-AGENTS-01: Root AGENTS.md Creation with Sources, Verification Refs, and Rollback",39,2026-08-25,GENERATED-AUDIT,COMPLETE,e5e59af47a9c66493c541f7f2f95d6b3bd13c23c1fca2a2a3d88e01b9990c012
phase39-66-agents-governance-ci,generated/phase39-66-agents-governance-ci.md,"New Enforcement Script ops/scripts/p39-agents-ci.sh (9 Gates) — Created, chmod +x, Run Against Applied File: PASS",39,2026-08-25,GENERATED-AUDIT,COMPLETE,9563ff8ccd21e0d842092405997b26e1538e2ccea8b8312ede4ff8ce60fd3625
phase39-67-agents-drift,generated/phase39-67-agents-drift.md,AGENTS.md Claims vs Runtime: Each Assertion Tagged VERIFIED-TODAY (with Evidence Command) or POINTER-STYLE (Drift-Immune); Residuals for Phase 40,39,2026-08-25,GENERATED-AUDIT,COMPLETE,7da33d2f8856d22689043336b9839f33d80d26e6eac7d39e0178a8296be05f40
phase39-68-release-asset-locate,generated/phase39-68-release-asset-locate.md,"Phase 39 Release Asset Locate — v1.3.0 Identity, Provenance Pointer, and On-Box Absence",39,2026-08-25,GENERATED-AUDIT,COMPLETE,16513a212789e1e9c9b2d5c98cde9fab1611d26e1172a39cb84cb28baff3fb13
phase39-69-release-asset-archive,generated/phase39-69-release-asset-archive.md,"Phase 39 Release Asset Archive — v1.3.0 Rebuilt From Tag, Hashed, Manifested",39,2026-08-25,GENERATED-AUDIT,COMPLETE,491bca36313727c2a9ef0f714685107fd544e95bb26b7015fc44b8efb2ce1012
phase39-70-release-asset-verify,generated/phase39-70-release-asset-verify.md,"Phase 39 Release Asset Verify — Provenance Chain, Catalog Entry, Read Test, Backup Gap",39,2026-08-25,GENERATED-AUDIT,PARTIAL,aebd38deae10c4e3d58697f5be21465ffc2b4523bd9d7f3f39c06a22e107bbc7
phase39-71-ism-wave-baseline,generated/phase39-71-ism-wave-baseline.md,"Phase 39 ISM Wave Baseline — Candidate, Policy State, ETA Math, Coverage",39,2026-08-25,GENERATED-AUDIT,COMPLETE,627ac92a15ba76d625f50e4eae45c7617e715398f38a2e35f432f914affbd631
phase39-72-ism-wave-observe,generated/phase39-72-ism-wave-observe.md,Phase 39 ISM Wave Observe — Pending-Window Observation Plan,39,2026-08-25,GENERATED-AUDIT,PENDING (observation window not yet open),dcfe332f7f55477f4728e47c333ec7f5adaa5b1d8c0d809c884da0297cab72d6
phase39-73-ism-restore-spotcheck,generated/phase39-73-ism-restore-spotcheck.md,Phase 39 ISM Restore Spot-Check — Real Bounded Restore/Delete Cycle,39,2026-08-25,GENERATED-AUDIT,PASS,dfa537c511d7d36bd92384ba17c648aa52d0bec747d05ccb515c33ae52cbceeb
phase39-74-disk-relief-proof,generated/phase39-74-disk-relief-proof.md,"Phase 39 Disk Relief Proof — Current State, Growth Model, Projected Wave Relief",39,2026-08-25,GENERATED-AUDIT,COMPLETE (projection labeled; realized relief honestly zero),99a2e3abcaf8cce9ff161809d29706df3b55a185336ae7bdda7fe35478511874
phase39-75-agent013-recovery,generated/phase39-75-agent013-recovery.md,"Phase 39 Agent 013 Recovery — Blocked, Owner Physical Action Required",39,2026-08-25,GENERATED-AUDIT,BLOCKED (owner action required),ea0190dffe8babe063d74a475825edec1d6dc2fc8b886d540135d62a3a62caa4
phase39-76-agent015-flap,generated/phase39-76-agent015-flap.md,Phase 39 Agent 015 Flap Diagnosis — Probable macOS Sleep Cycle,39,2026-08-25,GENERATED-AUDIT,DIAGNOSED-PROBABLE-SLEEP (endpoint access unavailable to confirm),2f52f20786b151d36e9422d99f02369753b0932fa6481b4659e3ba4281468c20
phase39-77-status-enum-audit,generated/phase39-77-status-enum-audit.md,Phase 39 Status Enum Audit — Corpus Inventory and Canonical Mapping,39,2026-08-25,GENERATED-AUDIT,COMPLETE,0e7bc3731c3841f83497485c01a7e0669a3ed032aab7911492a74f077edb5205
phase39-78-status-enum-fix,generated/phase39-78-status-enum-fix.md,"Phase 39 Status Enum Fix — Mappings Applied, CI Re-Passed",39,2026-08-25,GENERATED-AUDIT,PASS,83f791cced2d9657664a1f4d7a002eb3ce621c0e59537cda5a1f200455d8e650
phase39-79-windows-dashboards,generated/phase39-79-windows-dashboards.md,"Phase 39 Windows Dashboards — Importable Artifact Delivered, Runtime Gated",39,2026-08-25,GENERATED-AUDIT,PENDING (runtime import verification outstanding),83bab0fab5f0407e5d81c4d3a231984ed218070c8feb4981bcc676b878e6b15f
phase39-80-fleet-scorecard,generated/phase39-80-fleet-scorecard.md,Phase 39 Fleet Scorecard — Live Per-Agent Table + Client-Safe Summary,39,2026-08-25,GENERATED-AUDIT,COMPLETE,64a577f7341947666213c5a869a29f9ceb67bbf15c9505e990f7194f887b17d0
phase39-81-rto-rpo-inventory,generated/phase39-81-rto-rpo-inventory.md,Phase 39 RTO/RPO Inventory — Measured Evidence Only,39,2026-08-25,GENERATED-AUDIT,COMPLETE,a2508d97b3dbc126cfa89af0c74c4877a416de69fb6579843f765eca23082242
phase39-82-rto-rpo-draft,generated/phase39-82-rto-rpo-draft.md,Phase 39 RTO/RPO Draft — Proposed Targets by Data Class (Business Decision Required),39,2026-08-25,GENERATED-AUDIT,DRAFT (PROPOSED-BUSINESS-DECISION — no target is binding until signed),151d38d4e36ad0a96884967ca2dfa8245702bc523f55b4c7b775ecfe1fd79ac0
phase39-83-restore-target-criteria,generated/phase39-83-restore-target-criteria.md,Phase 39 Restore Target Criteria — Minimum Spec Independent of PVE,39,2026-08-25,GENERATED-AUDIT,COMPLETE (criteria defined; no target provisioned yet),4a2b039c71a562c22601a6bfa70b03548997d215683f04dcc0ee172920f0aebd
phase39-84-restore-rehearsal-plan,generated/phase39-84-restore-rehearsal-plan.md,Phase 39 Restore Rehearsal Plan — Staged Go/No-Go,39,2026-08-25,GENERATED-AUDIT,NO-GO (execution blocked pending Stage0),caad999b2cdfeeeee1d4194406402c4fcae2e53c9721d9f549960b9fd5947968
phase40-00-master,generated/phase40-00-master.md,Phase 40 Master Orchestrator — Field-Template Proof Arc Scope, Execution Order, and Verdict Approach,40,2026-08-26,GENERATED-AUDIT,COMPLETE,afe53342809000029da7870846a76c294fa66145bc9f0737d6adea458f56fb83
phase40-01-preflight,generated/phase40-01-preflight.md,Phase 40 Preflight — Live State Freeze for the Field-Template Proof Arc,40,2026-08-26,GENERATED-AUDIT,COMPLETE,ef0afb34b00705ee517e9e16c49d9ce600635561b676b5d3033e3696dae94e2b
phase40-02-change-register,generated/phase40-02-change-register.md,Phase 40 Change Register — Gates G40-01..12 (Field-Template Proof Arc),40,2026-08-26,GENERATED-AUDIT,COMPLETE,84e58bcabde9c1595ec675605934ee726ac370f260d474d73c84051e9a17b45d
phase40-03-field-proof-readiness,generated/phase40-03-field-proof-readiness.md,Phase 40 Field-Proof Readiness — Checklist Verified Before Adjudicating the Midnight Roll,40,2026-08-26,GENERATED-AUDIT,COMPLETE,b7df585da81009c90f5f1057b9dfb2fabc560c6083b61d518e4d0eae4ba3e0a8
phase40-04-post-template-index-detect,generated/phase40-04-post-template-index-detect.md,Phase 40 DETECTED — First Post-Template Archive Index wazuh-archives-4.x-2026.08.26 (Creation 00:00:02.420Z),40,2026-08-26,GENERATED-AUDIT,COMPLETE,921df643dce02bfa48775ce80e5c9b7abead52d020ec11d0c67b9737467bdfb2
phase40-05-template-simulation,generated/phase40-05-template-simulation.md,Phase 40 Template Simulation — _simulate_index Resolution vs ACTUAL Index State (Simulation Validated by Reality),40,2026-08-26,GENERATED-AUDIT,COMPLETE,002c4c10b9d9276defe75aa39d8f2bc7f77fb8f11df920d4379fd96a4c9652b5
phase40-06-field-setting-verify,generated/phase40-06-field-setting-verify.md,Phase 40 Effective-Setting Proof — total_fields.limit=2000 Applied; Conflicting-Override Audit; ISM Attachment Deviation (ISM-40-01),40,2026-08-26,GENERATED-AUDIT,PARTIAL,cccb17cc02c4da90b4f90be1c1eeb9128b35c6918255adfb4941f2066efc1f54
phase40-07-mapped-fields-baseline,generated/phase40-07-mapped-fields-baseline.md,Phase 40 Mapped-Field Baseline on 2026.08.26 — Deep Leaf Count 1580→1604, Branch Accounting, Growth Trajectory vs the 2000 Budget,40,2026-08-26,GENERATED-AUDIT,COMPLETE,dac7aa6a0cd04a9d339bfcfdb06953ded8fa05213bcf2d0a4603a1f84a76161c
phase40-08-rejection-before-after,generated/phase40-08-rejection-before-after.md,Phase 40 Rejection Flatline Proof — ~150/min Stream Ends at 00:00:01.431Z; Every Post-Roll Window Reads ZERO,40,2026-08-26,GENERATED-AUDIT,COMPLETE,cbb29ad468688cc6bb26f96c8d4f7b01bf9c0fca2288c9fe6df58d215f80e332
phase40-09-representative-ingest,generated/phase40-09-representative-ingest.md,Phase 40 Ingest Proof — 44,286 First-Hour Docs → 102,775 by H+1.7h; Event-Class Census; Filebeat Queue Healthy,40,2026-08-26,GENERATED-AUDIT,COMPLETE,ca530e8219c1f2e379749e968633e20a574f479f9262a3e1dab32cf2702703c0
phase40-10-pipeline-health-after-field,generated/phase40-10-pipeline-health-after-field.md,Phase 40 Pipeline Health Post-Cutover — Clean Logs, GREEN Cluster, Steady Resources, Alert Lane Unaffected,40,2026-08-26,GENERATED-AUDIT,COMPLETE,2b2623f6380b6305bf1dfe46618e0bc70035eaf701c17ff273958884b1f6a2d1
phase40-11-field-growth-guardrail,generated/phase40-11-field-growth-guardrail.md,Phase 40 Field-Growth Guardrail — Thresholds, Trend Formula, Delivery Script (Created + Executed), Alert Path and Containment,40,2026-08-26,GENERATED-AUDIT,APPLIED,3630200733fd1ff44a61bd694770af52610d634ee52fc015983c1684c08a598f
phase40-12-field-fix-rollback,generated/phase40-12-field-fix-rollback.md,Phase 40 Rollback Validation — Delete-Template Semantics Proven Non-Destructive, Priority-Conflict Response, Fallback Designs, Escalation Conditions,40,2026-08-26,GENERATED-AUDIT,COMPLETE,fc19a286f1f867251911a2df19b20ab89ccb1e5c83736013e3f265df202c8afa
phase40-13-field-fix-certification,generated/phase40-13-field-fix-certification.md,Phase 40 Certification — Field-Limit Fix VERIFIED; Evidence Matrix, Root-Cause Chain Closure, Supersession of Decoder-Based Claims,40,2026-08-26,GENERATED-AUDIT,VERIFIED,9e95fcb2370699ef3f4d03db0c34adf9620c3edcdb76b4f09c13c8fe5e56d867
